"Site","BUFF_DIST","LC_class20","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230"
"LU01_36","1500","0.0526315789473684","0","0","0.157894736842105","0.0526315789473684","0","0.105263157894737","0.315789473684211","0.315789473684211"
"LU01_84","1500","0","0","0.1","0.1","0","0","0.1","0.4","0.3"
"LU01_25","1500","0","0","0","0.666666666666667","0.0833333333333333","0","0","0.166666666666667","0.0833333333333333"
"LU01_83","1500","0.130434782608696","0","0","0.130434782608696","0.0869565217391304","0","0.217391304347826","0.217391304347826","0.217391304347826"
"LU01_80","1500","0.05","0","0","0.35","0.05","0","0.1","0.2","0.25"
"LU01_70","1500","0","0","0","0.0555555555555556","0.0555555555555556","0","0.333333333333333","0.222222222222222","0.333333333333333"
"LU01_48","1500","0","0","0.0625","0.0625","0.3125","0","0.25","0.25","0.0625"
"LU01_45","1500","0","0","0","0.421052631578947","0.0526315789473684","0","0.105263157894737","0.210526315789474","0.210526315789474"
"LU01_11","1500","0","0","0","0.25","0","0","0.25","0","0.5"
"LU01_40","1500","0","0","0.0833333333333333","0","0.166666666666667","0","0.0833333333333333","0.333333333333333","0.333333333333333"
"LU01_06","1500","0","0","0","0.384615384615385","0.0769230769230769","0","0.153846153846154","0.230769230769231","0.153846153846154"
"LU01_10","1500","0.125","0","0","0.1875","0.0625","0","0.1875","0.1875","0.25"
"LU01_43","1500","0.0454545454545455","0","0.0454545454545455","0.409090909090909","0.181818181818182","0","0.0454545454545455","0.227272727272727","0.0454545454545455"
"LU01_71","1500","0","0","0.0625","0.375","0.0625","0","0.0625","0.375","0.0625"
"LU01_22","1500","0","0","0.0454545454545455","0.363636363636364","0.0454545454545455","0","0.0454545454545455","0.272727272727273","0.227272727272727"
"LU01_60","1500","0.166666666666667","0","0.166666666666667","0.166666666666667","0","0","0","0.333333333333333","0.166666666666667"
"LU01_78","1500","0","0","0","0.6","0","0","0.2","0","0.2"
"LU01_46","1500","0.0454545454545455","0","0.0454545454545455","0.318181818181818","0.227272727272727","0","0","0.318181818181818","0.0454545454545455"
"LU01_82","1500","0","0","0.037037037037037","0","0.222222222222222","0.37037037037037","0.037037037037037","0.296296296296296","0.037037037037037"
"LU01_27","1500","0.04","0","0","0.24","0","0","0.2","0.12","0.4"
"LU13_18","1750","0","0","0","0","0.0666666666666667","0","0.466666666666667","0.0666666666666667","0.4"
"LU13_15","1750","0","0","0","0","0.0769230769230769","0","0.307692307692308","0.230769230769231","0.384615384615385"
"LU13_03","1750","0.102564102564103","0","0","0.230769230769231","0.230769230769231","0","0.128205128205128","0.282051282051282","0.0256410256410256"
"LU13_34","1750","0.0454545454545455","0","0","0.181818181818182","0.181818181818182","0","0.181818181818182","0.363636363636364","0.0454545454545455"
"LU13_57","1750","0.142857142857143","0","0","0.0952380952380952","0.333333333333333","0","0.142857142857143","0.238095238095238","0.0476190476190476"
"LU13_16","1750","0","0","0","0","0.0588235294117647","0","0.294117647058824","0.117647058823529","0.529411764705882"
"LU13_21","1750","0","0","0","0","0.0909090909090909","0","0.454545454545455","0.0909090909090909","0.363636363636364"
"LU13_37","1750","0","0","0","0.0909090909090909","0.272727272727273","0","0.181818181818182","0.181818181818182","0.272727272727273"
"LU13_55","1750","0","0","0","0.0833333333333333","0.25","0","0.166666666666667","0.25","0.25"
"LU13_47","1750","0.0833333333333333","0","0","0.166666666666667","0.0416666666666667","0","0.166666666666667","0.333333333333333","0.208333333333333"
"LU13_51","1750","0.25","0","0","0.333333333333333","0.166666666666667","0","0.0833333333333333","0.0833333333333333","0.0833333333333333"
"LU13_27","1750","0.454545454545455","0","0","0.0909090909090909","0.0909090909090909","0","0.0909090909090909","0.272727272727273","0"
"LU13_05","1750","0.0952380952380952","0","0","0.285714285714286","0.0952380952380952","0","0.142857142857143","0.285714285714286","0.0952380952380952"
"LU13_26","1750","0.0555555555555556","0","0","0.388888888888889","0.222222222222222","0","0.111111111111111","0.166666666666667","0.0555555555555556"
"LU13_35","1750","0.03125","0","0","0.0625","0.15625","0","0.1875","0.3125","0.25"
"LU13_13","1750","0.0645161290322581","0","0","0.225806451612903","0.225806451612903","0","0.129032258064516","0.161290322580645","0.193548387096774"
"LU13_128","1750","0.0689655172413793","0","0","0.103448275862069","0.310344827586207","0","0.137931034482759","0.172413793103448","0.206896551724138"
"LU13_131","1750","0.0487804878048781","0","0","0.121951219512195","0.268292682926829","0","0.121951219512195","0.146341463414634","0.292682926829268"
"LU13_12","1750","0","0","0","0.03125","0.3125","0","0.15625","0.21875","0.28125"
"LU13_33","1750","0","0","0","0.0967741935483871","0.193548387096774","0","0.193548387096774","0.225806451612903","0.290322580645161"
"LU13_32","1750","0","0","0","0.0975609756097561","0.195121951219512","0","0.195121951219512","0.268292682926829","0.24390243902439"
"LU13_30","1750","0","0","0","0.114285714285714","0.171428571428571","0","0.2","0.314285714285714","0.2"
"LU13_53","1750","0.230769230769231","0","0","0.0769230769230769","0.0769230769230769","0","0.0769230769230769","0.230769230769231","0.307692307692308"
"LU13_22","1750","0.0294117647058824","0","0.0294117647058824","0.0588235294117647","0.0294117647058824","0","0.294117647058824","0.352941176470588","0.205882352941176"
"LU13_19","1750","0.0833333333333333","0","0.0416666666666667","0.125","0.0833333333333333","0","0.291666666666667","0.166666666666667","0.208333333333333"
"LU13_45","1750","0","0","0","0.3","0.3","0","0.2","0.1","0.1"
"LU13_08","1750","0","0","0","0.454545454545455","0.363636363636364","0","0.181818181818182","0","0"
"LU13_43","1750","0","0","0","0.285714285714286","0.428571428571429","0","0.285714285714286","0","0"
"LU13_41","1750","0.0833333333333333","0","0","0.416666666666667","0.166666666666667","0","0.166666666666667","0.166666666666667","0"
"LU13_59","1750","0.153846153846154","0","0","0.115384615384615","0.153846153846154","0","0.192307692307692","0.230769230769231","0.153846153846154"
"LU13_06","1750","0.0689655172413793","0","0","0.206896551724138","0.0344827586206897","0","0.206896551724138","0.344827586206897","0.137931034482759"
