Site,BUFF_DIST,FEATURE_TYVEGETATED.EDGE.ROADS,FEATURE_TYHARVEST.AREA,FEATURE_TYROAD.GRAVEL.1L,FEATURE_TYCONVENTIONAL.SEISMIC,FEATURE_TYTAME_PASTURE,FEATURE_TYPIPELINE,FEATURE_TYROAD.GRAVEL.2L,FEATURE_TYTRAIL,FEATURE_TYWELL.BITUMEN,FEATURE_TYROUGH_PASTURE,FEATURE_TYWELL.ABAND,FEATURE_TYROAD.UNCLASSIFIED,FEATURE_TYCROP,FEATURE_TYLOW.IMPACT.SEISMIC,FEATURE_TYCLEARING.UNKNOWN,FEATURE_TYCULTIVATION_ABANDONED,FEATURE_TYROAD.PAVED.UNDIV.2L,FEATURE_TYROAD.UNIMPROVED,FEATURE_TYTRUCK.TRAIL,FEATURE_TYDUGOUT,FEATURE_TYROAD.PAVED.UNDIV.1L,FEATURE_TYWELL.GAS,FEATURE_TYVEGETATED.EDGE.RAILWAYS,FEATURE_TYHARVEST.AREA.WHITE.ZONE,FEATURE_TYCOUNTRY.RESIDENCE,FEATURE_TYBORROWPIT.DRY,FEATURE_TYRURAL.RESIDENCE,FEATURE_TYBORROWPIT.WET,FEATURE_TYBORROWPITS,FEATURE_TYGRVL.SAND.PIT,FEATURE_TYRIS.RECLAIMED.TEMP,FEATURE_TYRIS.CLEARING.UNKNOWN,FEATURE_TYRIS.DRAINAGE,FEATURE_TYRIS.MINES.OILSANDS,FEATURE_TYRIS.OVERBURDEN.DUMP,FEATURE_TYRIS.FACILITY.OPERATIONS,FEATURE_TYTRANSMISSION.LINE,FEATURE_TYRIS.TAILING.POND,FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED,FEATURE_TYMINES.OILSANDS,FEATURE_TYRIS.SOIL.REPLACED,FEATURE_TYROAD.PAVED.1L,FEATURE_TYRIS.OILSANDS.RMS,FEATURE_TYRIS.FACILITY.UNKNOWN,FEATURE_TYRIS.BORROWPITS,FEATURE_TYRIS.TRANSMISSION.LINE,FEATURE_TYRIS.SOIL.SALVAGED,FEATURE_TYRIS.ROAD,FEATURE_TYRIS.PLANT,FEATURE_TYURBAN.RESIDENCE,FEATURE_TYFACILITY.OTHER,FEATURE_TYAIRP.RUNWAY,FEATURE_TYRUNWAY,FEATURE_TYRIS.RECLAIMED.PERMANENT,FEATURE_TYURBAN.INDUSTRIAL,FEATURE_TYLAGOON,FEATURE_TYFACILITY.UNKNOWN,FEATURE_TYRESIDENCE_CLEARING,FEATURE_TYWELL.CASED,FEATURE_TYROAD.UNPAVED.2L,FEATURE_TYROAD.PAVED.3L,FEATURE_TYSURROUNDING.VEG,FEATURE_TYRLWY.SGL.TRACK,FEATURE_TYROAD.WINTER,FEATURE_TYSUMP,FEATURE_TYGREENSPACE,FEATURE_TYROAD.PAVED.2L,FEATURE_TYWELL.OTHER,FEATURE_TYCANAL,FEATURE_TYRESERVOIR,FEATURE_TYWELL_CLEARED_NOT_CONFIRMED,FEATURE_TYMISC.OIL.GAS.FACILITY,FEATURE_TYCAMP.INDUSTRIAL,FEATURE_TYRIS.CAMP.INDUSTRIAL,FEATURE_TYOIL.GAS.PLANT,FEATURE_TYWELL.UNKNOWN,FEATURE_TYRIS.UTILITIES,FEATURE_TYCFO,FEATURE_TYRECREATION,FEATURE_TYCAMPGROUND,FEATURE_TYPEAT,FEATURE_TYGOLFCOURSE,FEATURE_TYLANDFILL,FEATURE_TYTRANSFER_STATION,FEATURE_TYMILL,FEATURE_TYROAD.PAVED.DIV,FEATURE_TYRLWY.SPUR,FEATURE_TYWELL_CLEARED_NOT_DRILLED,FEATURE_TYOPEN.PIT.MINE,FEATURE_TYWELL.OIL,FEATURE_TYROAD.PAVED.4L,FEATURE_TYMINES.PITLAKE,FEATURE_TYRIS.RECLAIMED.CERTIFIED,FEATURE_TYRIS.WINDROW,FEATURE_TYTAILING.POND,FEATURE_TYRLWY.MLT.TRACK,FEATURE_TYRLWY.DBL.TRACK,FEATURE_TYRIS.WASTE,FEATURE_TYINTERCHANGE.RAMP,FEATURE_TYROAD.PAVED.5L,FEATURE_TYRIS.AIRP.RUNWAY,FEATURE_TYFRUIT.VEGETABLES,FEATURE_TYROAD.UNPAVED.1L,FEATURE_TYRIS.RECLAIM.READY,FEATURE_TYRIS.TANK.FARM
LU01_67,750,0.014395427,0,0.002911643,0.013562591,0,0.014243813,0,0.000935326,0.030527506,0,0.013027594,0,0,0,0,0,0,0.0049562,0,0,0,0,0,0,0,0,0,0,0.007201698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_77,750,0.058069141,0.073841873,0.013190363,0.00351344,0,0.015006653,0,0.000143402,0.023692441,0,0.002467179,0,0,0,0.024662184,0,0,0.003985705,0.004711243,0,0,0,0,0,0,0.006586856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038362441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_32,750,0.037891936,0.05169299,0.009578401,0.005555627,0,0.026127588,0,0.000775573,0.022774614,0,0.003171807,0,0,0,0.00717171,0,0,0.013149888,0,0,0,0,0,0,0,0,0,0,0.009819467,0.119613014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024778718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_36,750,0.036349491,0.004912571,0.007540397,0.009222585,0,0.02041637,0,0.002227358,0.036724026,0,0.016453327,0,0,0.003859626,0,0,0,0.004310111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053139739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_84,750,0.024961035,0.005219752,0.008405837,0.017732912,0,0,0,0.001334844,0,0,0.009548957,0,0,0.01041624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012946029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_25,750,0.034046674,0.020200637,0.013117526,0.004653301,0,0.012342399,0,0.001929899,0.050742046,0,0.010781272,0,0,0,0,0,0,0.000440014,0,0,0,0,0,0,0,0,0,0,0.007123433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012977354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_83,750,0.039742739,0.076734898,0.013770726,0.005877452,0,0.023179203,0,0,0.027602291,0,0.006660157,0,0,0.000892416,0,0,0,0.002119886,0,0,0,0,0,0,0,0,0,0.002514795,0,0.136487045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_80,750,0.032823971,0,0.008185727,0.003115198,0,0.012087855,0,0.003987963,0.043597487,0,0.006806408,0,0,0,0.010052771,0,0,0.0022641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019789376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_70,750,0.01276251,0,0.007059828,0.00966751,0,0.008884943,0,0.001031704,0.037063251,0,0.00951088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016235785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_48,750,0.021278676,0,0.010240114,0.00579021,0,0.011158209,0,0.001833444,0.048457896,0,0.028856038,0,0,0.00273677,0.053096215,0,0,0.002151577,0.000891311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004549524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005603231,0,0,0.004078343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_45,750,0.018636611,0.141704111,0.009448275,0.005323297,0,0.011467306,0,0.005401397,0.019230388,0,0.009403136,0,0,0.00058363,0,0,0,0.001921849,0,0,0,0,0,0,0,0.001255644,0,0,0,0.008633719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004589816,0,0,0,0,0,0.012492616,0,0,0.004750343,0,0,0,0.001218656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_11,750,0.046150954,0,0.005029475,0.001654086,0,0.018182175,0.018151206,0.003119116,0.088288939,0,0.01317962,0,0,0,0.001204853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006321603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_40,750,0.04152133,0,0.025307331,0.007451186,0,0.032039762,0,0.001357159,0.066440093,0,0.020338993,0,0,0,0,0,0,0.00244149,0.000968016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004530047,0,0,0,0,0,0,0,0,0.036602278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_06,750,0.010437365,0,0.006560779,0.004737616,0,0.024525174,0,0.002091703,0.015313133,0.018626415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004530072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002960235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_10,750,0.021054924,0,0.01493064,0.003013107,0,0.023815188,0,0.002024649,0.012898249,0,0.022018658,0,0,0,0.002071778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005662584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_43,750,0.068312273,0,0.018217513,0,0,0.035492967,0.011367164,0,0.100648339,0,0.002459393,0,0,0.00291374,0.032787227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048114232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_71,750,0.02783139,0,0.015816154,0.004214811,0,0.051818048,0,0,0.043707215,0,0.015273983,0,0,0.006121627,0.004197532,0,0,0,0.007140835,0,0,0,0,0,0,0.007737058,0,0,0,0,0,0,0,0,0,0,0,0,0.011941944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_22,750,0.026780769,0,0.015429415,0.011093347,0,0.011312599,0,0.001050443,0.028803639,0,0.008332329,0,0,0.011311873,0.020924032,0,0,0,0.001208527,0,0,0,0,0,0,0,0,0,0.003446844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001577966,0,0,0.013681681,0,0,0.006278197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_60,750,0.017576443,0.008826337,0.007276829,0.002060801,0,0.041626297,0,0.001116554,0.012283577,0,0.014278416,0,0,0,0,0,0,0.006853696,0,0,0,0,0,0,0,0,0,0.000637242,0,0,0,0,0,0,0,0,0.028374421,0,0.007114778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006608305,0,0,0,0.004091802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_78,750,0.026556426,0.010124662,0,0.00598733,0,0.060727193,0,0.009499473,0,0,0.005238309,0,0,9.32E-05,0,0,0.013798295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_46,750,0.057012392,0,0.022169179,0.001179934,0,0.06125848,0.00617024,0,0.063748405,0,0,0,0,0.011513627,0,0,0,0,0,0,0,0,0,0,0,0.041358561,0,0,0,0,0,0,0,0,0,0,0.017458879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003013671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_82,750,0.029032119,0,0.008130781,0.014260449,0,0,0,0.000609153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011235926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001131647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU01_27,750,0.040823886,0,0.007257541,0.005044325,0,0.106100546,0,0,0,0,0.01586146,0,0,0,0.027335526,0,0.002521909,0.002579465,0,0,0.013184413,0,0,0,0,0.010005608,0,0,0.002617845,0,0,0,0,0,0,0,0.064767533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003595762,0,0,0,0,0,0,0,0.005605559,0,0,0.000139563,0,0,0,0.024273457,0,0,0.055356834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_18,1000,0.044979539,0,0.001170889,0.002687521,0,0.017473937,0,0.005574651,0,0,0.001887853,0,0,0,0.017421989,0,0.008570185,0.005038903,0.003167667,0,0,0,0,0,0,0.000276714,0,0,0,0,0.011679622,0,0,0,0,0,0.022446678,0,0.000926685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215891362,0.012395262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004441289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_15,1000,0.046677363,0,0.000162108,0.009386796,0,0.024487331,0,0.002715961,0,0,0,0,0,0,0.068272647,0,0.010523285,0.001901463,0,0,0,0,0,0,0,0,0,0,0,0.042063707,0.016761529,0,0,0,0,0,0.027711452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_03,1000,0.014980694,0.428987907,0,0.006597933,0,0,0.007058672,0.00068202,0,0,0.009302532,0,0,0,0.002944862,0,0,0,0.000879396,0,0,0,0,0,0,0,0,0.00415502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_34,1000,0.00424501,0.420421929,0,0.004749163,0,0,0.001773078,0.000249251,0,0,0.017289356,0,0,0,0,0,0,0,0.002440458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02506398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_57,1000,0.039340567,0,0.007002837,0.007696387,0,0.090058606,0.006046608,1.86E-05,0,0,0.013037023,0,0,0.05469384,0.003462132,0,0,0.001289208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055579494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001580295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_16,1000,0.003490894,0,0,0.00501162,0,0.01326668,0,0.001601663,0,0,0,0,0,0,0.038747345,0,0,0.005822437,0,0,0.00049415,0,0,0,0,0,0.000898246,0,0,0.00833056,0.010358929,0,0,0,0,0,0.028182655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215298653,0,0,0,0,0,0,0,0,0,0.01665202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_21,1000,0.049822019,0,0.001439216,8.21E-05,0,0.045864351,0,0.006834347,0,0,0.002405707,0,0,0,0.026614842,0,0.009194009,0.006493124,0.00281655,0,0,0,0,0,0,0,0,0,0,0,0.010484969,0,0,0,0,0.054678077,0.036621775,0.141301446,0,0,0,0,0,0,0,0,0,0.004680891,0,0,0.062266129,0,0,0.043448276,0,0,0,0,0,0,0,0,0,0,0.005010179,0,0,0,0,0,0,0,0.002524044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_37,1000,0.029080328,0,0,0.014418962,0,0,0.008849961,0.000165722,0,0,0.007289939,0,0,0,0,0,0,0,0.000550112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010000642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_55,1000,0.028978027,0.13190781,0,0.002641061,0,0,0.008815287,0.000350973,0,0,0.003750755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010383507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_47,1000,0.033216978,0,0,0.00418268,0,0.071460862,0.008602669,0.000337464,0,0,0.004597578,0,0,0.0603882,0.006064253,0,0,0.010020613,0.00043314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022945696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002034119,0,0,0,0,0,0,0,0.006855669,0,0,0.008198548,0,0,0,0.00014327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_51,1000,0.006235842,0,0.00625171,0.005412448,0,0.047417244,0,0.000322046,0,0,0.001250252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023517978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_27,1000,0.006259742,0,0.006257346,0.006441685,0,0.067963021,0,0,0,0,0,0,0,0,0.006769704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028738756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_05,1000,0.020153541,0,0.006430065,0.001922942,0,0.075425001,0.003993602,0,0,0,0.001612077,0,0,0,0,0,0,0.000625778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059484396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009779904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_26,1000,0.006301278,0,0.006301185,0.002955585,0,0.033110892,0,2.00E-05,0,0,0.002895864,0,0,0,0,0,0,0,0.007850873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024076758,0,0.000710184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002159566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_35,1000,0.030254546,0.130699273,0,0.010077057,0,0,0.009228966,0,0,0,0.01930996,0,0,0,0.000652482,0,0,1.53E-06,0.005860378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_13,1000,0.006456147,0,0.006465963,0.006070758,0,0.03673292,0,0.002688199,0,0,0.004078684,0,0,0,0,0,0,0.001710627,0.007881921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024744813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002069832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005054446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_128,1000,0.006338077,0,0.006365311,0.012384824,0,0.042959566,0,0.000964065,0,0,0.001161837,0,0,0,0,0,0,0.000205966,0.004244401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002069832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004100404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_131,1000,0.006022555,0,0.006036797,0.008154752,0,0.042630926,0,0.001074673,0,0,0.00704061,0,0,0,0,0,0,0,0.008759098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023388995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001969644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_12,1000,0.0055903,0,0.005602384,0.010758203,0,0.039391036,0,3.37E-05,0,0,0.005301945,0,0,0,0,0,0,0,0.001676686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020577522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_33,1000,0.006323476,0,0.006324534,0.007300911,0,0.036183373,0,9.77E-05,0,0,0.00470474,0,0,0,0,0,0,0,0.002715696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024142521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_32,1000,0.006308151,0,0.006307901,0.003377477,0,0.034528117,0,0.001397233,0,0,0.002500516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024084527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_30,1000,0.006190171,0,0.006193115,0.007760455,0,0.033703673,0,0.001823622,0,0,0.005538016,0,0,0,0,0,0,0,0.000615043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023806918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
