"Site","BUFF_DIST","FEATURE_TYHARVEST.AREA","FEATURE_TYCROP","FEATURE_TYWELL.ABAND","FEATURE_TYWELL.OIL","FEATURE_TYTRAIL","FEATURE_TYHARVEST.AREA.WHITE.ZONE","FEATURE_TYCONVENTIONAL.SEISMIC","FEATURE_TYPIPELINE","FEATURE_TYTAME_PASTURE","FEATURE_TYROUGH_PASTURE","FEATURE_TYRURAL.RESIDENCE","FEATURE_TYTRANSMISSION.LINE","FEATURE_TYWELL.GAS","FEATURE_TYMISC.OIL.GAS.FACILITY","FEATURE_TYCLEARING.UNKNOWN","FEATURE_TYVEGETATED.EDGE.ROADS","FEATURE_TYROAD.UNIMPROVED","FEATURE_TYROAD.GRAVEL.1L","FEATURE_TYROAD.GRAVEL.2L","FEATURE_TYTRUCK.TRAIL","FEATURE_TYBORROWPITS","FEATURE_TYSUMP","FEATURE_TYBORROWPIT.WET","FEATURE_TYCULTIVATION_ABANDONED","FEATURE_TYURBAN.RESIDENCE","FEATURE_TYCOUNTRY.RESIDENCE","FEATURE_TYRECREATION","FEATURE_TYWELL.OTHER","FEATURE_TYWELL.BITUMEN","FEATURE_TYWELL.CASED","FEATURE_TYROAD.PAVED.UNDIV.2L","FEATURE_TYROAD.UNCLASSIFIED","FEATURE_TYRUNWAY","FEATURE_TYCLEARING.WELLPAD.UNCONFIRMED","FEATURE_TYFACILITY.UNKNOWN","FEATURE_TYBORROWPIT.DRY","FEATURE_TYGRVL.SAND.PIT","FEATURE_TYDUGOUT","FEATURE_TYLAGOON","FEATURE_TYOPEN.PIT.MINE","FEATURE_TYLOW.IMPACT.SEISMIC","FEATURE_TYSURROUNDING.VEG","FEATURE_TYTRANSFER_STATION","FEATURE_TYFACILITY.OTHER","FEATURE_TYVEGETATED.EDGE.RAILWAYS","FEATURE_TYFRUIT.VEGETABLES","FEATURE_TYRESIDENCE_CLEARING","FEATURE_TYCFO","FEATURE_TYLANDFILL","FEATURE_TYWELL_CLEARED_NOT_CONFIRMED","FEATURE_TYOIL.GAS.PLANT","FEATURE_TYURBAN.INDUSTRIAL","FEATURE_TYROAD.PAVED.1L","FEATURE_TYROAD.PAVED.UNDIV.1L","FEATURE_TYROAD.WINTER","FEATURE_TYWELL_CLEARED_NOT_DRILLED","FEATURE_TYWELL.UNKNOWN","FEATURE_TYAIRP.RUNWAY","FEATURE_TYRESERVOIR","FEATURE_TYCAMPGROUND","FEATURE_TYCANAL","FEATURE_TYCAMP.INDUSTRIAL","FEATURE_TYRLWY.SGL.TRACK"
"LU13_21","3250","0","0","0.142857142857143","0","0.119047619047619","0","0.452380952380952","0.166666666666667","0","0","0","0","0","0","0.0238095238095238","0","0","0","0","0.0952380952380952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_37","3250","0.0857142857142857","0","0.0285714285714286","0","0.2","0","0.371428571428571","0.171428571428571","0","0","0","0","0.0285714285714286","0.0285714285714286","0.0571428571428571","0","0","0","0","0.0285714285714286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_55","3250","0.0833333333333333","0","0.0416666666666667","0","0.333333333333333","0","0.291666666666667","0.125","0","0","0","0","0.0416666666666667","0","0.0833333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_47","3250","0.0303030303030303","0","0.0121212121212121","0","0.193939393939394","0","0.296969696969697","0.115151515151515","0","0","0","0","0.0363636363636364","0","0.0181818181818182","0.157575757575758","0.00606060606060606","0.0181818181818182","0","0.0121212121212121","0.00606060606060606","0","0.0121212121212121","0","0","0","0","0.0121212121212121","0.00606060606060606","0","0.0424242424242424","0","0","0","0","0.0242424242424242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_51","3250","0.285714285714286","0","0.142857142857143","0","0.428571428571429","0","0.142857142857143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_27","3250","0.314285714285714","0","0.114285714285714","0","0.285714285714286","0","0.228571428571429","0","0","0","0","0","0","0","0","0","0","0","0","0.0285714285714286","0","0.0285714285714286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_05","3250","0.24","0","0.0666666666666667","0","0.253333333333333","0","0.333333333333333","0.0666666666666667","0","0","0","0","0","0","0","0","0","0","0","0.0266666666666667","0","0.0133333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_26","3250","0.0588235294117647","0","0.235294117647059","0","0.411764705882353","0","0.294117647058824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_35","3250","0","0","0.05","0","0.5","0","0.3","0","0","0","0","0","0","0","0.1","0","0","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_13","3250","0","0","0.161290322580645","0","0.419354838709677","0","0.258064516129032","0.032258064516129","0","0","0","0","0.032258064516129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0967741935483871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_128","3250","0","0","0.142857142857143","0","0.428571428571429","0","0.25","0.0357142857142857","0","0","0","0","0.0357142857142857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.107142857142857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_131","3250","0","0","0.0888888888888889","0","0.288888888888889","0","0.355555555555556","0.111111111111111","0","0","0","0","0.0888888888888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0666666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_12","3250","0","0","0.0833333333333333","0","0.388888888888889","0","0.277777777777778","0.111111111111111","0","0","0","0","0.0555555555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0833333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_33","3250","0","0","0.08","0","0.24","0","0.38","0.16","0","0","0","0","0.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_32","3250","0","0","0.0508474576271186","0","0.338983050847458","0","0.288135593220339","0.152542372881356","0","0","0","0","0.101694915254237","0","0","0","0","0","0","0","0","0.0169491525423729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0508474576271186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_30","3250","0","0","0.0350877192982456","0","0.403508771929825","0","0.280701754385965","0.157894736842105","0","0","0","0","0.105263157894737","0","0","0","0","0","0","0","0","0.0175438596491228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_53","3250","0.25","0","0.0833333333333333","0","0.266666666666667","0","0.333333333333333","0.0333333333333333","0","0","0","0","0","0","0","0","0","0","0","0.0166666666666667","0","0.0166666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_22","3250","0.0693069306930693","0","0.0198019801980198","0","0.148514851485149","0","0.351485148514851","0.0594059405940594","0","0","0","0","0.0099009900990099","0","0.0099009900990099","0.202970297029703","0.0099009900990099","0.0099009900990099","0","0.0148514851485149","0.00495049504950495","0","0.0247524752475248","0","0","0","0","0","0","0","0.0544554455445545","0","0","0","0","0.0099009900990099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_19","3250","0.12109375","0","0.01953125","0","0.1171875","0","0.30078125","0.04296875","0","0","0","0","0.00390625","0.00390625","0.00390625","0.234375","0.015625","0.02734375","0","0.015625","0.00390625","0","0.0234375","0","0","0","0","0","0","0","0.05859375","0","0","0","0","0.0078125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_45","3250","0.128099173553719","0","0.0206611570247934","0","0.103305785123967","0","0.289256198347107","0.0537190082644628","0","0","0","0","0","0.00413223140495868","0","0.239669421487603","0.00826446280991736","0.0289256198347107","0","0.0247933884297521","0.00413223140495868","0","0.0289256198347107","0","0","0","0","0","0","0","0.0619834710743802","0","0","0","0","0.00413223140495868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_08","3250","0.0731707317073171","0","0.0731707317073171","0","0.146341463414634","0","0.536585365853659","0.134146341463415","0","0","0","0","0","0.0121951219512195","0","0.0121951219512195","0","0.0121951219512195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_43","3250","0.11734693877551","0","0.0306122448979592","0","0.0663265306122449","0","0.285714285714286","0.0714285714285714","0","0","0","0","0","0.00510204081632653","0","0.260204081632653","0.0102040816326531","0.0306122448979592","0","0.0255102040816327","0","0","0.0306122448979592","0","0","0","0","0","0","0","0.0663265306122449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_41","3250","0.161616161616162","0","0.0606060606060606","0","0.131313131313131","0","0.525252525252525","0.0909090909090909","0","0","0","0","0","0","0","0","0","0","0","0.0202020202020202","0","0.0101010101010101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_59","3250","0.223684210526316","0","0.0657894736842105","0","0.197368421052632","0","0.434210526315789","0.0526315789473684","0","0","0","0","0","0","0","0","0","0","0","0.0131578947368421","0","0.0131578947368421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_06","3250","0.191919191919192","0","0.0707070707070707","0","0.171717171717172","0","0.434343434343434","0.0909090909090909","0","0","0","0","0","0","0","0","0","0","0","0.0202020202020202","0","0.0202020202020202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_14","3250","0.209302325581395","0","0.0697674418604651","0","0.162790697674419","0","0.441860465116279","0.0813953488372093","0","0","0","0","0","0","0","0","0","0","0","0.0232558139534884","0","0.0116279069767442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_52","3250","0","0","0.0357142857142857","0","0.392857142857143","0","0.357142857142857","0.0714285714285714","0","0","0","0","0.0357142857142857","0","0.0714285714285714","0","0","0","0","0.0357142857142857","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_36","3250","0.0857142857142857","0","0.0285714285714286","0","0.2","0","0.371428571428571","0.171428571428571","0","0","0","0","0.0285714285714286","0.0285714285714286","0.0571428571428571","0","0","0","0","0.0285714285714286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_38","3250","0.0526315789473684","0","0.0263157894736842","0","0.184210526315789","0","0.315789473684211","0.210526315789474","0","0","0","0","0.0789473684210526","0.0263157894736842","0.0789473684210526","0","0","0","0","0.0263157894736842","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_20","3250","0.062200956937799","0","0.0143540669856459","0","0.162679425837321","0","0.315789473684211","0.076555023923445","0","0","0","0","0.0239234449760766","0","0.0143540669856459","0.196172248803828","0.00956937799043062","0.0143540669856459","0","0.0143540669856459","0.00478468899521531","0","0.0287081339712919","0","0","0","0","0","0","0","0.0526315789473684","0","0","0","0","0.00956937799043062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_17","3250","0.120754716981132","0","0.0150943396226415","0","0.128301886792453","0","0.30188679245283","0.0415094339622641","0","0","0","0","0.00754716981132075","0.00377358490566038","0.00377358490566038","0.233962264150943","0.00754716981132075","0.030188679245283","0","0.0150943396226415","0.00377358490566038","0","0.0226415094339623","0","0","0","0","0","0","0","0.0566037735849057","0","0","0","0","0.00754716981132075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_56","3250","0.151419558359621","0","0.0157728706624606","0","0.100946372239748","0","0.246056782334385","0.0410094637223975","0","0","0","0","0.00946372239747634","0.00315457413249211","0.00315457413249211","0.261829652996845","0.0252365930599369","0.0252365930599369","0","0.0220820189274448","0.00315457413249211","0","0.0220820189274448","0","0","0","0","0","0","0","0.0536277602523659","0","0","0","0","0.00315457413249211","0.00630914826498423","0","0","0","0","0.00630914826498423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_49","3250","0.0297029702970297","0","0.0297029702970297","0","0.227722772277228","0","0.267326732673267","0.138613861386139","0","0","0","0","0.0693069306930693","0","0.0297029702970297","0.0792079207920792","0.0099009900990099","0.0297029702970297","0","0","0","0","0.0198019801980198","0","0","0","0","0.0198019801980198","0.0099009900990099","0","0","0","0","0","0","0.0396039603960396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_70","3250","0.0412371134020619","0","0.0206185567010309","0","0.195876288659794","0","0.278350515463918","0.144329896907216","0","0","0","0","0.0824742268041237","0","0.0309278350515464","0.0618556701030928","0.0103092783505155","0.0412371134020619","0","0","0","0","0.0206185567010309","0","0","0","0","0.0206185567010309","0.0103092783505155","0","0","0","0","0","0","0.0412371134020619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU13_11","3250","0.062015503875969","0","0","0","0.186046511627907","0","0.27906976744186","0.13953488372093","0","0","0","0","0.0697674418604651","0.00775193798449612","0.0155038759689922","0.116279069767442","0.00775193798449612","0.0387596899224806","0","0","0","0","0.0155038759689922","0","0","0","0","0.0155038759689922","0.00775193798449612","0","0","0","0","0","0","0.0387596899224806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_44","3250","0","0","0.0815450643776824","0","0.0300429184549356","0","0.309012875536481","0.0987124463519313","0","0","0","0.0128755364806867","0","0","0","0.210300429184549","0.0257510729613734","0.0815450643776824","0","0","0","0.0128755364806867","0.0257510729613734","0","0","0","0","0","0.055793991416309","0","0","0","0","0.00429184549356223","0","0","0","0","0","0","0.0515021459227468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_11","3250","0.00213675213675214","0","0.0341880341880342","0","0.0576923076923077","0","0.247863247863248","0.0598290598290598","0","0","0","0","0","0","0.0170940170940171","0.194444444444444","0.00854700854700855","0.0747863247863248","0","0.00641025641025641","0.00213675213675214","0.014957264957265","0.0170940170940171","0","0","0","0","0","0.0341880341880342","0.00641025641025641","0","0","0","0.00213675213675214","0","0.00641025641025641","0","0","0","0","0.209401709401709","0","0","0","0","0","0","0","0","0.00427350427350427","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_19","3250","0","0","0.0386740331491713","0","0.0303867403314917","0","0.240331491712707","0.0939226519337017","0","0","0","0.00828729281767956","0","0","0.00828729281767956","0.270718232044199","0.0110497237569061","0.0994475138121547","0","0.00552486187845304","0.00276243093922652","0.0165745856353591","0.0248618784530387","0","0","0","0","0","0.0414364640883978","0.00552486187845304","0","0","0","0.00276243093922652","0","0.00828729281767956","0","0","0","0","0.0911602209944751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_07","3250","0","0.0835654596100279","0.0139275766016713","0.00278551532033426","0.0584958217270195","0.00278551532033426","0.245125348189415","0","0.00557103064066852","0.0724233983286908","0.00557103064066852","0.00278551532033426","0","0","0","0.155988857938719","0.0167130919220056","0.0362116991643454","0.0306406685236769","0","0.00835654596100279","0","0.00557103064066852","0","0","0","0","0","0","0.00278551532033426","0","0.011142061281337","0","0","0","0","0","0","0","0","0.236768802228412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00278551532033426","0","0"
"LU15_34","3250","0","0.0704845814977974","0.013215859030837","0","0.066079295154185","0","0.154185022026432","0","0.0418502202643172","0.0572687224669604","0.0198237885462555","0","0","0","0","0.215859030837004","0.00881057268722467","0.0969162995594714","0","0","0.00881057268722467","0","0","0.00220264317180617","0","0","0","0","0","0.00220264317180617","0","0.052863436123348","0","0","0","0","0","0.0110132158590308","0","0","0.176211453744493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00220264317180617","0","0"
"LU15_37","3250","0.0185185185185185","0","0.0608465608465608","0","0.105820105820106","0","0.298941798941799","0.0582010582010582","0.0158730158730159","0.00793650793650794","0","0.0132275132275132","0","0","0.00793650793650794","0.116402116402116","0.0502645502645503","0.0211640211640212","0","0.0423280423280423","0","0.00264550264550265","0.0105820105820106","0","0","0","0","0","0.0211640211640212","0","0","0","0","0","0","0.00529100529100529","0","0.00264550264550265","0","0","0.137566137566138","0","0","0","0","0","0","0","0","0.00264550264550265","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_18","3250","0","0.00224719101123596","0.0426966292134831","0.00224719101123596","0.0269662921348315","0","0.256179775280899","0.0651685393258427","0","0","0","0.00674157303370787","0","0","0.00674157303370787","0.137078651685393","0.0314606741573034","0.0337078651685393","0","0","0","0.00224719101123596","0.0134831460674157","0","0","0","0","0","0.0179775280898876","0","0","0","0","0.00224719101123596","0","0","0","0","0","0","0.352808988764045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_43","3250","0","0","0.0614886731391586","0","0.0129449838187702","0","0.271844660194175","0.110032362459547","0","0","0","0.00970873786407767","0","0","0.00970873786407767","0.220064724919094","0.0323624595469256","0.0679611650485437","0","0","0","0.00647249190938511","0.029126213592233","0","0","0","0","0","0.0388349514563107","0","0","0","0","0.00647249190938511","0","0","0","0","0","0","0.122977346278317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_10","3250","0","0","0.0437017994858612","0.0025706940874036","0.0205655526992288","0","0.254498714652956","0.0925449871465296","0","0","0","0.0077120822622108","0","0","0.0077120822622108","0.213367609254499","0.0231362467866324","0.06426735218509","0","0","0","0.0051413881748072","0.025706940874036","0","0","0","0","0","0.0359897172236504","0","0","0","0","0.0025706940874036","0","0","0","0","0","0","0.200514138817481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_58","3250","0","0","0.0483870967741935","0.00268817204301075","0.0241935483870968","0","0.274193548387097","0.0887096774193548","0","0","0","0.00806451612903226","0","0","0.00806451612903226","0.260752688172043","0.0134408602150538","0.0833333333333333","0","0","0","0.00537634408602151","0.0268817204301075","0","0","0","0","0","0.0376344086021505","0","0","0","0","0.00268817204301075","0","0","0","0","0","0","0.115591397849462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_08","3250","0.00972762645914397","0","0.0389105058365759","0","0.101167315175097","0","0.262645914396887","0.0408560311284047","0","0","0","0","0","0","0.0272373540856031","0.138132295719844","0.00583657587548638","0.0486381322957198","0","0.00583657587548638","0.00583657587548638","0.0136186770428016","0.0116731517509728","0","0","0","0","0","0.0272373540856031","0.00778210116731518","0","0","0","0.00194552529182879","0","0.00389105058365759","0","0","0","0","0.237354085603113","0","0","0","0","0","0","0","0","0.00389105058365759","0","0","0","0","0.00778210116731518","0","0","0","0","0","0","0","0"
"LU15_12","3250","0.0490956072351421","0.00258397932816537","0.0542635658914729","0","0.126614987080103","0","0.297157622739018","0.0258397932816537","0.00516795865633075","0.00258397932816537","0","0.00775193798449612","0","0","0.00775193798449612","0.0749354005167959","0.0284237726098191","0.0180878552971576","0","0.0180878552971576","0.00258397932816537","0.0129198966408269","0.00775193798449612","0","0","0","0","0","0.0155038759689922","0.00775193798449612","0","0","0","0","0","0.00516795865633075","0","0","0","0","0.227390180878553","0","0","0","0","0","0","0","0","0.00258397932816537","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_17","3250","0.0472103004291846","0","0.0600858369098712","0","0.150214592274678","0","0.467811158798283","0","0","0","0","0","0","0","0.0128755364806867","0.055793991416309","0.00429184549356223","0.0257510729613734","0","0.00858369098712446","0","0","0.00429184549356223","0","0","0","0","0","0.00858369098712446","0","0","0","0","0","0","0","0","0","0","0","0.15450643776824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_01","3250","0","0.09375","0.0200892857142857","0","0.0334821428571429","0.00223214285714286","0.167410714285714","0.0290178571428571","0.0513392857142857","0.0379464285714286","0.0178571428571429","0","0","0","0","0.294642857142857","0.0267857142857143","0.0825892857142857","0","0","0.00892857142857143","0","0.00892857142857143","0.0111607142857143","0","0","0","0","0","0.00223214285714286","0.046875","0.0245535714285714","0","0","0","0.00223214285714286","0","0.03125","0","0","0.00446428571428571","0","0","0","0","0","0","0","0","0","0.00223214285714286","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_26","3250","0","0.0751173708920188","0.0211267605633803","0","0.039906103286385","0.00234741784037559","0.171361502347418","0.0258215962441315","0.0751173708920188","0.0422535211267606","0.0187793427230047","0","0","0","0","0.279342723004695","0.028169014084507","0.0704225352112676","0","0","0.00938967136150235","0","0.00938967136150235","0.0117370892018779","0","0","0","0","0","0.00234741784037559","0.0492957746478873","0.0258215962441315","0","0","0","0.00234741784037559","0","0.0328638497652582","0","0","0.00469483568075117","0","0","0","0","0","0","0","0","0","0.00234741784037559","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_27","3250","0","0.0488431876606684","0.0205655526992288","0","0.0565552699228792","0.025706940874036","0.210796915167095","0.025706940874036","0.0822622107969152","0.0488431876606684","0.0179948586118252","0","0","0","0","0.226221079691517","0.0102827763496144","0.0591259640102828","0","0.0025706940874036","0.012853470437018","0","0.0102827763496144","0.012853470437018","0","0","0","0","0","0.0025706940874036","0.0462724935732648","0.0282776349614396","0","0","0","0.0025706940874036","0","0.0359897172236504","0","0","0.012853470437018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_28","3250","0","0.0283687943262411","0.0177304964539007","0","0.0673758865248227","0.0886524822695035","0.315602836879433","0","0.0709219858156028","0.0460992907801418","0.0106382978723404","0","0","0","0","0.180851063829787","0","0.0319148936170213","0","0.00354609929078014","0.00709219858156028","0","0.0106382978723404","0.0106382978723404","0","0","0","0","0","0","0.0531914893617021","0.0177304964539007","0","0","0","0","0","0.0283687943262411","0","0","0.0106382978723404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_02","3250","0","0.0254237288135593","0.019774011299435","0","0.0649717514124294","0.076271186440678","0.274011299435028","0","0.0847457627118644","0.0480225988700565","0.0338983050847458","0","0","0","0","0.19774011299435","0","0.0423728813559322","0","0.00564971751412429","0.00564971751412429","0","0.00282485875706215","0","0","0","0","0","0","0.00282485875706215","0.0451977401129944","0.0367231638418079","0","0","0","0","0","0.0338983050847458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_29","3250","0","0.0237623762376238","0.0158415841584158","0","0.0613861386138614","0.0514851485148515","0.213861386138614","0","0.0712871287128713","0.0475247524752475","0.0376237623762376","0","0","0","0","0.261386138613861","0","0.0534653465346535","0","0.0178217821782178","0.00396039603960396","0","0.00198019801980198","0","0","0","0","0","0","0.00198019801980198","0.0534653465346535","0.0514851485148515","0","0","0","0","0","0.0277227722772277","0","0","0.00396039603960396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_30","3250","0","0.0550284629981025","0.0113851992409867","0","0.0588235294117647","0.0303605313092979","0.199240986717268","0","0.0607210626185958","0.0531309297912713","0.0379506641366224","0","0","0","0","0.275142314990512","0","0.0645161290322581","0","0.0227703984819734","0.00569259962049336","0","0.00189753320683112","0","0","0","0","0","0","0.00189753320683112","0.0455407969639469","0.0531309297912713","0","0","0","0","0","0.0227703984819734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_31","3250","0.00385356454720617","0.0655105973025048","0.0115606936416185","0","0.0597302504816956","0.00963391136801541","0.190751445086705","0","0.0597302504816956","0.0520231213872832","0.0423892100192678","0.00192678227360308","0","0","0","0.289017341040462","0","0.0712909441233141","0","0.0211946050096339","0.00385356454720617","0","0","0","0","0","0","0","0","0","0.046242774566474","0.0520231213872832","0","0","0","0","0","0.0173410404624277","0","0","0","0","0","0","0","0","0","0","0","0.00192678227360308","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LU15_32","3250","0.00811359026369168","0.0669371196754564","0.00811359026369168","0","0.0730223123732252","0.00608519269776876","0.188640973630832","0","0.0669371196754564","0.0486815415821501","0.0425963488843813","0.00202839756592292","0","0","0.00202839756592292","0.273833671399594","0","0.0689655172413793","0","0.026369168356998","0.00405679513184584","0","0","0","0","0","0","0","0","0","0.0405679513184584","0.0527383367139959","0","0","0","0","0","0.0182555780933063","0","0","0","0","0","0","0","0","0","0","0","0.00202839756592292","0","0","0","0","0","0","0","0","0","0","0","0","0"
