"Site","BUFF_DIST","LC_class20","LC_class32","LC_class33","LC_class34","LC_class50","LC_class110","LC_class120","LC_class210","LC_class220","LC_class230"
"LU21_23","4750","0.144444444444444","0","0","0","0.266666666666667","0.144444444444444","0","0.111111111111111","0.211111111111111","0.122222222222222"
"LU21_21","4750","0.0463576158940397","0","0","0","0.205298013245033","0.132450331125828","0","0.185430463576159","0.19205298013245","0.23841059602649"
"LU21_82","4750","0.0188679245283019","0","0","0","0.150943396226415","0.150943396226415","0","0.182389937106918","0.289308176100629","0.207547169811321"
"LU21_871","4750","0.0155038759689922","0","0","0","0.178294573643411","0.13953488372093","0","0.193798449612403","0.209302325581395","0.263565891472868"
"LU21_164","4750","0.0333333333333333","0","0","0","0.166666666666667","0.183333333333333","0","0.125","0.241666666666667","0.25"
"LU21_36","4750","0.0506329113924051","0","0","0","0.30379746835443","0.0759493670886076","0","0.113924050632911","0.10126582278481","0.354430379746835"
"LU21_14","4750","0.0506329113924051","0","0","0","0.316455696202532","0.164556962025316","0","0.0506329113924051","0.164556962025316","0.253164556962025"
"LU21_32","4750","0.0888888888888889","0","0","0","0.377777777777778","0.155555555555556","0","0.0222222222222222","0.0666666666666667","0.288888888888889"
"LU21_126","4750","0.196078431372549","0","0","0","0.392156862745098","0.156862745098039","0","0.0196078431372549","0.0392156862745098","0.196078431372549"
"LU21_122","4750","0.0642857142857143","0","0","0","0.221428571428571","0.128571428571429","0","0.157142857142857","0.228571428571429","0.2"
"LU21_56","4750","0.0359281437125748","0","0","0","0.215568862275449","0.119760479041916","0","0.203592814371257","0.245508982035928","0.179640718562874"
"LU21_57","4750","0.0333333333333333","0","0","0","0.193333333333333","0.133333333333333","0","0.186666666666667","0.193333333333333","0.26"
"LU21_09","4750","0.00632911392405063","0","0","0","0.208860759493671","0.183544303797468","0","0.132911392405063","0.221518987341772","0.246835443037975"
"LU21_98","4750","0.0222222222222222","0","0.0666666666666667","0","0.144444444444444","0.194444444444444","0","0.1","0.244444444444444","0.227777777777778"
"LU21_119","4750","0.0275862068965517","0","0","0","0.2","0.2","0","0.0896551724137931","0.23448275862069","0.248275862068966"
"LU21_52","4750","0.0555555555555556","0","0.150793650793651","0","0.246031746031746","0.23015873015873","0","0.0476190476190476","0.0714285714285714","0.198412698412698"
"LU21_59","4750","0.00869565217391304","0.0173913043478261","0","0","0.00869565217391304","0.165217391304348","0","0.226086956521739","0.173913043478261","0.4"
"LU21_68","4750","0.00892857142857143","0","0","0","0.0625","0.0714285714285714","0","0.214285714285714","0.214285714285714","0.428571428571429"
"LU21_109","4750","0.0296296296296296","0","0.00740740740740741","0","0.162962962962963","0.237037037037037","0","0.0962962962962963","0.214814814814815","0.251851851851852"
"LU21_93","4750","0.0191082802547771","0","0","0","0.133757961783439","0.184713375796178","0","0.178343949044586","0.222929936305732","0.261146496815287"
"LU21_114","4750","0.0229885057471264","0","0","0","0.109195402298851","0.14367816091954","0","0.195402298850575","0.28735632183908","0.241379310344828"
"LU21_105","4750","0.0136986301369863","0","0","0","0.0958904109589041","0.157534246575342","0","0.171232876712329","0.26027397260274","0.301369863013699"
"LU21_100","4750","0.0454545454545455","0","0.0833333333333333","0","0.189393939393939","0.25","0","0.0606060606060606","0.143939393939394","0.227272727272727"
"LU21_74","4750","0.0227272727272727","0","0.0511363636363636","0","0.136363636363636","0.1875","0","0.119318181818182","0.232954545454545","0.25"
"LU21_78","4750","0.0317460317460317","0","0.0158730158730159","0","0.132275132275132","0.174603174603175","0","0.148148148148148","0.243386243386243","0.253968253968254"
"LU21_153","4750","0.0178571428571429","0","0","0","0.107142857142857","0.142857142857143","0","0.214285714285714","0.303571428571429","0.214285714285714"
"LU21_06","4750","0.041958041958042","0","0","0","0.0699300699300699","0.13986013986014","0","0.160839160839161","0.27972027972028","0.307692307692308"
"LU21_116","4750","0.0230769230769231","0","0","0","0.0615384615384615","0.161538461538462","0","0.169230769230769","0.2","0.384615384615385"
"LU21_97","4750","0.00813008130081301","0.016260162601626","0","0","0.016260162601626","0.146341463414634","0","0.227642276422764","0.203252032520325","0.382113821138211"
"LU01_13","4750","0.09","0","0","0.01","0.28","0.06","0.05","0.22","0.24","0.05"
"LU01_30","4750","0.033112582781457","0","0","0.00662251655629139","0.344370860927152","0.0397350993377483","0","0.185430463576159","0.258278145695364","0.132450331125828"
"LU01_85","4750","0.0457142857142857","0","0.00571428571428571","0.00571428571428571","0.331428571428571","0.12","0","0.194285714285714","0.251428571428571","0.0457142857142857"
"LU01_66","4750","0.037037037037037","0","0.00411522633744856","0.00411522633744856","0.275720164609054","0.160493827160494","0","0.209876543209877","0.263374485596708","0.0452674897119342"
"LU01_76","4750","0.0522088353413655","0","0.00401606425702811","0.00401606425702811","0.257028112449799","0.156626506024096","0","0.200803212851406","0.265060240963855","0.0602409638554217"
"LU01_73","4750","0.0631067961165049","0","0","0.00485436893203883","0.237864077669903","0.16504854368932","0","0.213592233009709","0.237864077669903","0.0776699029126214"
