array,site,buff_dist,airp_runway,borrowpit_dry,borrowpit_wet,borrowpits,camp_industrial,campground,canal,cfo,clearing_unknown,clearing_wellpad_unconfirmed,conventional_seismic,country_residence,crop,cultivation_abandoned,dugout,facility_other,facility_unknown,fruit_vegetables,golfcourse,greenspace,grvl_sand_pit,harvest_area,harvest_area_white_zone,interchange_ramp,lagoon,landfill,lc_class110,lc_class120,lc_class20,lc_class210,lc_class220,lc_class230,lc_class32,lc_class33,lc_class34,lc_class50,low_impact_seismic,mill,mines_oilsands,mines_pitlake,misc_oil_gas_facility,oil_gas_plant,open_pit_mine,peat,pipeline,recreation,reservoir,residence_clearing,ris_airp_runway,ris_borrowpits,ris_camp_industrial,ris_clearing_unknown,ris_drainage,ris_facility_operations,ris_facility_unknown,ris_mines_oilsands,ris_oilsands_rms,ris_overburden_dump,ris_plant,ris_reclaim_ready,ris_reclaimed_certified,ris_reclaimed_permanent,ris_reclaimed_temp,ris_road,ris_soil_replaced,ris_soil_salvaged,ris_tailing_pond,ris_tank_farm,ris_transmission_line,ris_utilities,ris_waste,ris_windrow,rlwy_dbl_track,rlwy_mlt_track,rlwy_sgl_track,rlwy_spur,road_gravel_1l,road_gravel_2l,road_paved_1l,road_paved_2l,road_paved_3l,road_paved_4l,road_paved_5l,road_paved_div,road_paved_undiv_1l,road_paved_undiv_2l,road_unclassified,road_unimproved,road_unpaved_1l,road_unpaved_2l,road_winter,rough_pasture,runway,rural_residence,sump,surrounding_veg,tailing_pond,tame_pasture,trail,transfer_station,transmission_line,truck_trail,urban_industrial,urban_residence,vegetated_edge_railways,vegetated_edge_roads,well_aband,well_bitumen,well_cased,well_cleared_not_confirmed,well_cleared_not_drilled,well_gas,well_oil,well_other,well_unknown
LU13,LU13_51,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10857872100000003,0,0,0.891421279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240164877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016025557000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02690191600000002,0,0,0,0,0.015622727999999995,0,0,0,0,0,0,0,0,0
LU13,LU13_27,250,0,0,0,0,0,0,0,0,0,0,0.014298316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13957314,0,0,0.86042686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06068971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017039747999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798281,0,0,0,0,0.017360435000000014,0,0,0,0,0,0,0,0,0
LU13,LU13_05,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15827211500000005,0,0,0.8417278850000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26433109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017265647000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131534874,0,0,0,0,0.01712924299999999,0,0,0,0,0,0,0,0,0
LU13,LU13_26,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20310825200000004,0,0,0.796891748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093083324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020873028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08817940599999997,0,0,0,0,0.020912238,0,0,0,0,0,0,0,0,0
LU13,LU13_35,250,0,0,0,0,0,0,0,0,0.010436284,0,0.00831035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6609777619999997,0,0,0,0,0,0.339022238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020665520000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005168939,0,0,0,0.063190488,0.016697475000000007,0,0,0,0,0,0,0,0
LU13,LU13_13,250,0,0,0,0,0,0,0,0,0,0,0.008548090999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833361124,0.166638876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019769118,0,0.001518472,0.018826507,0,0,0,0,0.0014373320000000001,0,0,0,0,0,0,0,0
LU13,LU13_128,250,0,0,0,0,0,0,0,0,0,0,0.012516394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7585167719999997,0,0,0,0,0,0.24148322800000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015415159999999995,0,0,0,0,0,0,0,0.014988207,0,0,0,0,0
LU13,LU13_131,250,0,0,0,0,0,0,0,0,0,0,0.011008399999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010270419000000003,0,0,0.664995088,0,0,0,0,0,0.324734494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003142914,0,0.017424108,0,0,0,0,0,0.019390804,0,0,0,0,0,0,0,0
LU13,LU13_12,250,0,0,0,0,0,0,0,0,0,0,0.036972221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05865902600000002,0,0,0.941340974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13,LU13_33,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530401227,0,0,0.4695987730000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114156402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022914053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09303191699999998,0,0,0,0,0.023041517,0,0,0,0,0,0,0,0,0
LU13,LU13_32,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3420653509999999,0,0,0.5442204780000002,0,0,0,0,0,0.11371417100000003,0,0,0,0,0,0,0,0,0.101229516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021458011000000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.330909999999999e-4,0,0.08955906599999996,0,0,0,0,0.0214878,0,0,0,0,0,0,0,0,0
LU13,LU13_30,250,0,0,0,0,0,0,0,0,0,0,0.020422246999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102437442,0,0,0.8975625579999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6072899999999995e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007339757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010885200000000004,0,0.05725245900000001,0,0,0,0,0.007525082,0,0,0,0,0,0,0,0,0
LU13,LU13_53,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.669730000000001e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019869810999999994,0,0,0,0,0,0,0,0,0
LU13,LU13_22,250,0,0,0,0,0,0,0,0,4.701900000000001e-4,0,0.007163817,0,0,0,0,0,0,0,0,0,0,0.003321406,0,0,0,0,0,0,0,0.2925038710000002,0.5767040130000004,0.13079211500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13,LU13_19,250,0,0,0,0,0,0,0,0,0.1999498360000001,0,0,0,0,0,0,0,0,0,0,0,0,0.154182762,0,0,0,0,0.14736976100000004,0,0,0.8526302390000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049357795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032247401999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107037927,0,0,0,0,0.10540252100000003,0,0,0,0,0,0,0,0,0
LU13,LU13_45,250,0,0,0,0,0,0,0,0,0.061244124999999996,0,0.0048008960000000015,0,0,0,0,0,0,0,0,0,0,0.3422376649999999,0,0,0,0,0.032033466000000003,0,0,0.9679665339999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023807080999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03293253,0,0,0,0,0,0.028205465000000006,0,0,0,0,0.07863624300000008,0,0,0,0,0,0,0,0,0
LU13,LU13_08,250,0,0,0,0,0,0,0,0,0.04465717900000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049007831,0,0,0.9509921689999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011631987999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02748835000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254512,0,0.04993017,0,0,0,0,0.08728329300000003,0,0,0,0,0,0,0,0,0
